"gene","module"
"ANXA8","grey"
"EPM2A","turquoise"
"ARHGAP15","turquoise"
"NUDCD1","brown"
"PGM1","blue"
"RAB27A","blue"
"ARRDC4","turquoise"
"GPSM1","turquoise"
"FOLR1","grey"
"SHF","grey"
"RUSC2","turquoise"
"CA3-AS1","blue"
"FEN1","brown"
"ANKRD20A2P","blue"
"FAM20C","turquoise"
"CRABP1","turquoise"
"MFGE8","red"
"FAM171B","turquoise"
"LINC00865","brown"
"C19orf33","green"
"CELF6","brown"
"RTL1","grey"
"ALDH1L1-AS1","grey"
"LINC02381","turquoise"
"CACNA1G","turquoise"
"CMTM8","turquoise"
"MOB3B","blue"
"HTR3C","grey"
"NLGN3","turquoise"
"CACNB2","turquoise"
"TCEAL7","turquoise"
"LOC105369657","blue"
"ALDH1A3","grey"
"PF4","grey"
"TRPC1","turquoise"
"DDX21","turquoise"
"MIR632","grey"
"KBTBD11-AS1","blue"
"SNORD86","blue"
"FZD8","turquoise"
"AIM2","grey"
"RIBC2","grey"
"ZNF883","grey"
"THSD7A","turquoise"
"TNFSF10","blue"
"WNK2","grey"
"MIR6084","brown"
"SPATA18","grey"
"SLC45A3","grey"
"FRK","green"
"IGHV3-19","grey"
"IL2RA","grey"
"TNN","grey"
"TH","grey"
"LOC102724146","grey"
"VSTM1","grey"
"ODC1","brown"
"IGHV3-60","yellow"
"KDELR3","grey"
"MAN1A1","grey"
"KCTD8","turquoise"
"ARC","turquoise"
"SEZ6L","turquoise"
"SIGLEC9","turquoise"
"NIBAN3","pink"
"MYCN","grey"
"LINC01215","pink"
"TTN","grey"
"SOX17","purple"
"VIT","blue"
"ADM2","grey"
"PDCD4-AS1","blue"
"HMX3","grey"
"LOC729732","grey"
"LOC105370480","blue"
"GIMAP6","turquoise"
"ADRA1D","turquoise"
"CSMD2","red"
"CPEB1","turquoise"
"SGO2","brown"
"MBOAT2","grey"
"LINC01123","turquoise"
"FMOD","grey"
"LOC105369203","turquoise"
"RBM47","green"
"ITGA1","turquoise"
"SH3BP1","green"
"FLJ32255","yellow"
"NRSN2-AS1","grey"
"C2CD4C","grey"
"LINC01597","grey"
"MGAT4C","turquoise"
"PCDHB9","grey"
"PDLIM2","brown"
"ADAM11","turquoise"
"INAFM2","turquoise"
"HLA-J","grey"
"KAZALD1","grey"
"LOC107987280","grey"
"MTSS2","turquoise"
"HROB","brown"
"COL8A2","turquoise"
"GRAMD1C","blue"
"RDX","turquoise"
"AMBP","grey"
"SORCS3","turquoise"
"SH2D4A","turquoise"
"DDX11","turquoise"
"CDC42BPG","green"
"LOC105370743","blue"
"CLMN","green"
"TCEAL3","turquoise"
"HSPA1A","grey"
"OPRD1","grey"
"SLC6A12","grey"
"ETS2","turquoise"
"PROB1","blue"
"LOC105371529","blue"
"CACNA1D","turquoise"
"DDX60","blue"
"HIGD1A","blue"
"CD5","grey"
"SNURF","turquoise"
"ALDOC","grey"
"TCEAL9","grey"
"SPMIP10","grey"
"BTC","turquoise"
"LOC105378532","turquoise"
"CYBA","grey"
"AK1","blue"
"VPS9D1-AS1","turquoise"
"ATP5ME","grey"
"DIPK2B","purple"
"PLA2G4E","grey"
"DAPK2","grey"
"GPR162","turquoise"
"MIR429","green"
"RNF182","grey"
"KLK4","grey"
"CLCN5","brown"
"TRPV6","grey"
"MIR503HG","red"
"SH3GL2","blue"
"XBP1","grey"
"FRY","turquoise"
"ZNF528","grey"
"CEP15","grey"
"LOC105379011","grey"
"ANKRD20A1","blue"
"LOC105372579","grey"
"SLC24A3","turquoise"
"TPRXL","grey"
"LARP6","turquoise"
"MIR4426","grey"
"RAB7B","turquoise"
"MARVELD3","green"
"AMER3","grey"
"LRRC3B","brown"
"CBS","grey"
"ATAD3C","grey"
"GMPR","grey"
"MPC1","blue"
"CCR1","grey"
"PRSS21","grey"
"ALDH4A1","blue"
"SLC25A4","turquoise"
"LY86","yellow"
"SIAE","blue"
"RERE","brown"
"MXRA8","red"
"TGFBR3L","turquoise"
"ZNF568","turquoise"
"LOC105376733","blue"
"LCN12","green"
"CPNE4","turquoise"
"NAT14","turquoise"
"BCL11A","grey"
"MAFB","turquoise"
"PWAR5","turquoise"
"KCNMB2-AS1","grey"
"ZNF439","grey"
"PGBD5","grey"
"SOCS2","turquoise"
"LOC101928797","grey"
"APOBEC3A","grey"
"DDIT4L","turquoise"
"BRCA1","brown"
"LOC101928217","blue"
"ZNF239","brown"
"DSEL","turquoise"
"MAGIX","blue"
"GTF2F2","turquoise"
"GABRB1","grey"
"FNDC10","brown"
"PDGFC","turquoise"
"ERLN","blue"
"GRIK2","turquoise"
"ARHGAP30","yellow"
"ACBD7","brown"
"SLC52A3","grey"
"BCL2L11","blue"
"REPIN1-AS1","grey"
"PCDHB10","grey"
"AVPR1A","purple"
"CHAC1","brown"
"DGKI","red"
"PLA2G7","grey"
"KCNA5","turquoise"
"LTBP3","turquoise"
"LIMA1","blue"
"LOC107985504","brown"
"IP6K3","turquoise"
"BOK-AS1","grey"
"EGR2","grey"
"DMGDH","turquoise"
"BEX5","grey"
"LOC105371632","yellow"
"LOC107985068","green"
"RTN4RL1","grey"
"MLLT11","turquoise"
"MIXL1","yellow"
"MMP16","turquoise"
"THEM6","turquoise"
"TBC1D1","turquoise"
"GATA6-AS1","grey"
"UNC5B","grey"
"FMN1","red"
"ZNF512B","turquoise"
"ANKRD24","grey"
"MIR6891","grey"
"EPS8L1","grey"
"MTMR11","blue"
"DEGS2","green"
"PCSEAT","turquoise"
"MYADM","turquoise"
